timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,machine_status
2018-04-01 00:17:00,2.463426,48.4809,53.689240000000005,46.310760498046896,643.6343,77.30572,13.34635,16.16753,15.617770000000002,15.010129999999998,43.86082,51.56866,36.85331,1.743944,421.5702,,465.1814,460.7889,2.513459,666.071,399.4886,880.2802,500.5099,980.3674,629.319,745.6652,852.2684,480.758,800.5474,712.0562,697.6852,775.5208,703.5215,457.2156,165.6834,330.0511,199.4907,96.09862,48.4375,33.85416,73.4375,32.29166,31.51042,40.625,43.98148,52.37268,47.74306,39.35185,239.294,74.36343000000001,246.5278,198.4954,NORMAL
2018-04-01 00:18:00,2.445718,48.61111,53.125,46.310760498046896,632.9861,76.66199,13.34635,16.21094,15.81308,15.05353,43.36131,51.7037,36.81083,1.7030580000000002,417.1931,,460.6873,458.4608,2.475125,662.7539999999999,397.5704,873.3776,499.0251,973.5272,623.3154,740.6029,843.6641,472.562,773.4922,698.6492,687.5,702.6041,703.5457,469.289,166.5666,325.5331,200.1334,94.38495,48.17708,34.375,74.47916,32.8125,31.77083,40.625,43.40278,52.08333,46.2963,40.21991,240.4514,73.49537,241.6088,198.4954,NORMAL
2018-04-01 00:19:00,2.46441,48.61111,53.1684,46.310760498046896,644.3287,78.49116,13.34635,16.13136,15.70457,15.08247,42.28162,51.2277,36.4342,1.7325529999999998,420.9559,,461.9449,466.0819,2.590029,664.4677,398.9298,876.8776,500.0207,977.9895,630.7664,738.3327,846.4106,453.3224,775.9356,697.1091,630.5555,714.0625,673.2056,469.5022,168.6895,325.7754,199.8821,82.91694,47.39583,34.375,72.91666,33.07291,31.77083,40.625,42.24537,52.08333,44.849540000000005,40.50926,234.375,72.91666,236.9792,197.9167,NORMAL
2018-04-01 00:20:00,2.445718,49.08854,53.03819,46.310760498046896,633.4491,76.95741,13.34635,16.16753,15.76968,15.11863,42.12564,51.53938,36.60661,1.784164,419.6276,,463.2421,464.6749,2.563032,665.8941,399.7498,881.9748,498.5272,977.5908,630.2238,739.1276,850.955,455.6373,788.3645,701.0446,664.8148,761.4583,664.2639,460.5655,166.7023,324.9857,201.4553,82.36915,46.875,34.89583,71.61458,32.8125,32.29166,40.36458,41.66667,53.53009,43.69213,40.50926,221.3542,76.67824,236.9792,198.7847,NORMAL
2018-04-01 00:21:00,2.460474,49.21875,53.125,46.31076,626.2731,78.76208000000001,13.34635,16.16753,15.45139,15.11863,41.94852,51.88231,37.28117,1.866817,421.0786,,463.0934,463.6996,2.565415,666.9426,399.8732,879.8861,501.9688,983.0975,628.8735,740.0604,849.2421,479.5941,766.9196,701.2598,715.7407,833.3333,689.995,467.3577,167.7782,327.16200000000003,201.7479,94.20331,46.61458,34.11458,69.53125,32.8125,32.2916641235352,40.10416,40.79861,54.1088,43.11343,40.21991,211.5162,83.04398,240.162,201.3889,NORMAL
2018-04-01 00:22:00,2.448669,48.78472,53.125,46.26736,635.4166,76.26164,13.41146,16.21094,15.65393,15.08247,42.94177,51.06642,37.80445,1.892598,419.7959,,463.1438,463.0379,2.549556,665.9228,399.526,880.7867,500.986,979.7195,627.4362,740.5822,849.3077,414.0934,793.3465,701.0834,665.2778,754.6875,664.3698,465.4333,170.7165,332.8122,202.5849,97.39622,45.83333,33.59375,67.70833,32.55208,32.2916641235352,39.58333,40.21991,53.24074,42.53472,40.2199058532715,210.0694,87.96296,243.6343,204.5718,NORMAL
2018-04-01 00:23:00,2.453588,49.08854,53.1684,46.267360687255895,635.4166,79.25443,13.34635,16.21094,15.81308,15.08247,44.50991,51.11165,37.12904,1.794096,420.4793,,462.9269,461.9742,2.54398,665.9133,400.314,881.1741,501.0681,981.9017,628.8242,739.1249,851.0772,445.5079,772.1789,700.3789999999999,648.6111,760.4166,729.2593,462.8098,170.1045,332.8931,197.7688,92.46646,45.83333,32.55208,65.36458,32.5520820617676,32.29166,39.0625,39.35185,51.79398,43.40278,40.21991,210.0694,92.30324,244.7917,208.3333,NORMAL
2018-04-01 00:24:00,2.453588,49.21875,53.03819,46.267360687255895,634.375,76.8876,13.317420000000002,16.124129999999997,15.77691,15.05353,45.31186,51.85416,37.33102,1.7268560000000002,418.6825,,458.5381,460.3327,2.506123,660.587,397.9246,873.0715,495.1613,973.9487,623.7269,739.7644,843.3947,454.244,779.0656,692.2054,683.3333,757.8125,700.0316,463.0826,169.1168,331.4339,200.765,91.31578,45.57291,31.77083,62.5,32.5520820617676,31.77083,39.0625,38.7731475830078,50.63657,43.98148,39.6412,207.4653,96.93287,243.3449,210.9375,NORMAL
2018-04-01 00:25:00,2.449653,49.30555,53.1684,46.267360687255895,634.9537,75.76706,13.34635,16.1603,15.69734,15.08247,45.52595,53.67614,37.6117,1.806726,420.7359,,464.2301,465.4547,2.567539,666.1644,399.7586,880.6483,501.5684,980.0541,626.6213,739.9659,850.3176,449.9303,768.7449,706.3323,627.3148,795.3125,764.9971,460.8892,166.2176,324.8474,198.3832,88.46425,44.79166,31.25,62.23958,32.5520820617676,32.29166,38.28125,38.19444,49.47917,45.42824,39.6412,206.0185,100.1157,244.7917,211.5162,NORMAL
2018-04-01 00:26:00,2.459491,49.08854,53.1684,46.267360687255895,632.4074,75.63688,13.288479999999998,16.124129999999997,15.76968,15.08247,46.96096,54.84574,37.71874,1.770447,422.1119,,463.6914,466.8976,2.596312,667.7526,399.5478,880.5446,500.8466,977.2253,631.0903,740.3458,849.5468,446.6949,763.0026,707.7589,622.2222,751.0416,736.6755,477.8044,168.1294,323.9132,201.2578,86.37447,44.53125,30.46875,62.5,32.5520820617676,32.2916641235352,38.28125,38.19444,48.32176,46.875,40.21991,203.7037,101.8519,244.5023,212.3843,NORMAL
2018-04-01 00:27:00,2.448669,48.78472,53.125,46.267360687255895,639.2361,75.62278,13.49826,16.13136,15.69734,15.08247,47.86315,55.32755,37.83118,1.928133,420.1081,,464.3253,459.0508,2.49593,667.5429,398.8355,880.1021,499.4951,979.627,626.2311,737.9601,850.5353,443.224,776.8085,696.3346,644.4445,808.3333,711.6785,475.3484,163.128,318.0109,197.8539,92.77078,44.53125,30.46875,66.14583,32.5520820617676,32.2916641235352,38.80208,37.90509,47.4537,48.03241,40.50926,201.0995,103.0093,246.5278,214.6991,NORMAL
2018-04-01 00:28:00,2.46441,48.35069,53.1684,46.26736,641.3195,75.83797,13.41869,16.1603,15.65393,15.010129999999998,47.59938,55.50508000000001,37.27541,1.846121,418.6898,,462.7136,455.4406,2.447403,666.5042,399.482,880.8681,498.5521,981.0688,627.9222,739.2885,851.3926,428.7804,781.7914,691.6011,669.4445,742.1875,703.4203,466.4461,163.6562,320.1485,198.1601,94.74091,44.01041,31.51042,71.875,32.5520820617676,32.2916641235352,39.32291,37.61574,46.2963,49.189820000000005,40.50926,198.4954,102.4306,249.1319,215.5671,NORMAL
2018-04-01 00:29:00,2.444734,48.04688,53.125,46.22396,635.4166,73.64475999999999,13.288479999999998,16.21094,16.31944,15.05353,46.54859,55.22394,36.53423,1.823467,418.3077,,463.0346,472.1726,2.658601,665.4819,398.8751,878.8027,500.3205,977.8685,625.427,739.9129,845.3998,474.2201,771.6219,682.3868,672.2222,758.3333,701.6779,471.3975,167.0115,321.7654,199.2852,96.86971,43.48958,32.29166,73.17708,32.5520820617676,32.29166,40.88541,37.61574,45.13889,49.47917,40.79861,196.7593,103.0093,250.5787,216.7245,NORMAL
2018-04-01 00:30:00,2.463426,47.91666,53.12499618530271,46.2239570617676,618.75,75.64877,13.23061,16.124129999999997,15.76968,15.08247,45.93287,54.46946,37.06275,1.72947,420.5389,,464.0582,459.0423,2.469351,665.4404,399.3877,881.4114,498.337,979.1212,627.5916,737.797,848.0216,435.0502,791.3092,691.9644,614.3519,795.3125,704.6121,487.0567,168.4955,327.9445,195.0927,95.27807,43.22916,32.55208,73.17708,32.55208,32.55208,40.88541,37.32639,46.58565,48.90046,40.79861,199.6528,103.8773,250.5787,218.1713,NORMAL
2018-04-01 00:31:00,2.448669,47.78646,53.125,46.2239570617676,650.4630000000001,74.983,13.23061,16.1603,15.84925,15.11863,44.87056,54.3399,37.35512,1.802752,420.0242,,459.8098,458.1559,2.46665,661.8281,397.8492,874.3399,496.0,973.786,626.256,738.1409,846.6097,422.1683,782.8408,710.1674,618.9814,703.6458,718.2772,467.4719,169.9267,331.798,195.6207,98.73407,43.22916,33.59375,71.875,32.29166,32.5520820617676,40.625,36.74768,48.03241,48.03241,41.08796,202.2569,101.8519,251.4468,221.0648,NORMAL
2018-04-01 00:32:00,2.453588,48.61111,53.03819,46.2239570617676,631.5972,73.89424,13.447629999999998,16.16753,15.65393,15.08247,44.865590000000005,54.478390000000005,37.03322,1.742723,418.3274,,461.355,464.9711,2.571599,667.235,399.6803,881.9708,500.6611,980.1285,629.3842,739.4013,853.3684,440.3557,782.3816,696.0527,610.6481,720.8333,707.5394,466.3167,169.8715,337.9855,197.6609,85.0767,42.96875,34.11458,69.53125,31.77083,32.5520820617676,40.10416,36.7476844787598,48.32176,46.875,41.087963104248,202.5463,98.66898,250.5787,223.3796,NORMAL
2018-04-01 00:33:00,2.455556,48.4375,53.125,46.2239570617676,643.8657,71.37541999999999,13.34635,16.16753,15.73351,15.05353,43.96774,54.48837,37.065540000000006,1.651768,417.3809,,460.795,456.33,2.466503,662.9312,398.834,880.8967,499.0756,978.6746,632.8711,740.0391,849.6156,423.386,796.1034,692.2828,638.8889,708.3333,672.9368,467.8641,170.4093,339.9806,189.5602,86.6118,42.70833,35.15625,67.70833,31.770832061767603,32.5520820617676,39.58333,36.7476844787598,48.03241,46.58565,41.08796,206.0185,96.06481,250.0,224.2477,NORMAL
2018-04-01 00:34:00,2.449653,49.08854,53.12499618530271,46.2239570617676,631.1342,72.02344000000001,13.317420000000002,16.13136,15.65393,15.08247,42.6027,54.19877,36.40334,1.785076,421.7488,,464.6811,473.4313,2.6754990000000003,666.1201,400.1359,880.2209,501.4731,982.2646,629.0256,739.6897,853.0171,476.6209,779.3868,685.3792,711.1111,756.25,671.9604,471.8904,172.0689,337.3671,197.7328,85.27306999999999,42.70833,35.67708,67.44791,31.77083,32.5520820617676,39.58333,36.74768,47.4537,46.00694,40.798610687255895,209.7801,93.75,250.2894,223.9583,NORMAL
2018-04-01 00:35:00,2.460474,48.78472,53.12499618530271,46.2239570617676,628.2407,72.02461,13.38252,16.13136,15.73351,15.08247,41.39991,54.17777,35.68666,1.815264,419.5201,,460.965,460.9654,2.522607,663.4655,399.2029,879.465,499.2694,977.4543,627.6531,740.5918,849.8917,442.7202,781.6521,706.4438,620.3704,722.3958,663.1012,452.6647,172.8161,335.6085,198.9677,85.12222,42.1875,35.41666,65.625,31.51042,32.5520820617676,39.32291,36.45833,46.875,45.13889,40.50926,211.5162,91.14584,249.1319,223.0903,NORMAL
2018-04-01 00:36:00,2.460474,48.78472,53.125,46.22396,628.2407,72.02461,13.38252,16.13136,15.73351,15.08247,41.39991,54.17777,35.68666,1.815264,421.1645,,461.4138,464.7147,2.573567,663.0117,398.9254,879.9586,498.4452,979.0126,627.3929,739.9506,846.7310000000001,447.565,784.9039,694.4889999999999,573.6111,672.9166,710.5795,447.548,171.5629,335.9047,199.3468,87.16261,42.1875,35.41666,65.625,31.51042,32.5520820617676,39.32291,36.4583320617676,46.875,45.13889,40.50926,211.5162,91.14584,249.1319,223.0903,NORMAL
2018-04-01 00:37:00,2.46441,48.69791,53.03819,46.18055,632.9861,73.75979,13.34635,16.124129999999997,15.82031,15.05353,40.85573,53.21425,38.11182,1.802484,421.3295,,464.3441,456.7415,2.475384,665.1804,399.5233,877.9644,501.2189,979.7289,628.0998,740.2067,847.8539,449.6269,774.3119,693.6779,652.3148,710.4166,715.2219,469.1767,172.7442,334.7577,201.3106,84.7135,41.92708,34.11458,60.9375,31.25,32.5520820617676,39.0625,36.4583320617676,45.42824,43.98148,39.0625,212.3843,85.3588,246.2384,224.2477,NORMAL
2018-04-01 00:38:00,2.448669,48.65451,53.125,46.1805534362793,633.2176,71.75475,13.288479999999998,16.124129999999997,15.76968,15.11863,41.55402,53.83874,39.69156,1.822166,418.2321,,461.9623,462.2208,2.528486,661.8228,397.9415,873.8087,494.728,973.892,625.5168,740.8005,841.7809,441.5654,784.7781,703.5685,662.0369999999999,760.4166,689.7362,449.705,172.053,333.5369,201.2473,84.72058,42.70833,33.59375,60.9375,31.2499980926514,32.55208,38.28125,36.4583320617676,44.849540000000005,43.69213,39.0625,216.1458,82.75463,243.6343,222.8009,NORMAL
2018-04-01 00:39:00,2.459491,48.82813,53.12499618530271,46.1805534362793,632.1759,73.06738,13.43316,16.21094,15.73351,15.06076,41.26163,53.54879,40.55279,1.634701,420.9872,,464.6546,464.6437,2.564716,664.1086,399.2091,878.5873,498.5962,978.9766,626.89,740.7148,846.2411,457.682,777.0958,700.6185,626.8519,765.1041,721.7868,445.5297,173.125,333.2239,204.3835,86.63648,42.96875,33.07291,62.23958,31.25,32.29166,38.28125,36.4583320617676,44.56018,43.40278,38.77315,221.6435,81.01852,241.6088,221.0648,NORMAL
2018-04-01 00:40:00,2.449653,49.26215,53.12499618530271,46.1805534362793,637.9630000000001,71.20819,13.34635,16.13136,15.65393,15.11863,41.85915,53.20928000000001,41.04445,1.708757,420.6209,,464.0933,462.3486,2.535125,665.4883,398.529,879.9155,498.6736,979.2915,626.5329,739.1931,850.4035,404.8467,791.1529,692.3799,668.9814,779.6875,680.8609,463.1901,173.0876,335.0122,202.1937,92.9848,42.70833,33.59375,65.10416,30.98958,32.2916641235352,38.28125,36.4583320617676,44.849540000000005,43.11343,38.77315,229.7454,79.57176,236.9792,220.1968,NORMAL
2018-04-01 00:41:00,2.453588,49.26215,53.12499618530271,46.18055,637.9630000000001,73.73935999999999,13.25231,16.16753,15.37182,15.11863,41.067890000000006,51.9762,41.34678,1.6564720000000002,419.6187,,462.5457,460.6962,2.509723,663.9296,398.4734,878.1788,497.4993,976.4346,626.5567,742.2635,849.927,457.9925,776.0244,710.0371,721.7593,806.7708,704.9877,440.901,171.7551,340.8956,203.7932,85.96313,42.1875,33.85416,67.70833,30.989582061767603,32.2916641235352,39.0625,36.4583320617676,45.13889,43.11343,38.19444,234.0856,77.83565,231.4815,219.9074,NORMAL
2018-04-01 00:42:00,2.453588,49.04514,53.12499618530271,46.09375,640.5093,72.83128,13.32465,16.13136,15.76968,15.08247,40.51507,51.43686,40.72841,1.86213,419.838,,461.9721,467.1965,2.585812,665.3657,399.9429,881.4657,499.35,980.631,625.2794,740.9636,849.0657,444.7669,794.6147,697.4449,634.2593,783.3333,688.1768,451.9738,172.2869,331.0599,203.0797,93.6422,41.92708,34.11458,69.27083,30.98958,32.2916641235352,39.32291,36.45833,46.58565,43.40278,38.19444,235.5324,75.52084,227.7199,218.75,NORMAL
2018-04-01 00:43:00,2.448669,49.08854,53.12499618530271,46.09375,635.0695,73.57409,13.34635,16.0735,15.37182,15.05353,39.34237,50.61711,40.09476,2.08637,421.0142,,463.4143,463.0630000000001,2.553102,666.6085,399.9139,879.6902,501.061,978.9817,627.2975,740.0275,847.5227,433.6574,771.576,699.2158,628.2407,758.8541,697.1691,464.2683,169.0734,329.1986,203.8862,84.96101,41.66666,34.11458,70.3125,31.25,32.2916641235352,40.10416,36.74768,47.4537,44.56018,37.90509,225.4051,73.49537,224.8264,218.1713,NORMAL
2018-04-01 00:44:00,2.460474,48.87152,53.125,46.09375,633.7963,73.37788,13.317420000000002,16.13136,15.65393,15.11863,39.25301,50.20647,40.42428,2.155868,419.2849,,463.9916,465.0318,2.5640650000000003,667.1176,399.8364,879.7869,498.4452,981.1943,628.351,739.6824,853.4561,441.3917,786.1174,704.0572,657.4074,753.125,703.5516,456.3122,170.0124,323.971,200.1447,87.12428,41.92708,34.375,69.53125,31.2499980926514,32.2916641235352,40.10416,37.32639,46.875,46.00694,37.61574,211.5162,71.46991,222.5116,218.75,NORMAL
2018-04-01 00:45:00,2.448669,49.08854,53.03819,46.09375,638.7732,73.93829000000001,13.38252,16.21094,15.65393,15.11863,40.53074,48.89942,40.392,2.098428,420.6237,,463.8827,466.6626,2.581079,665.4364,399.2261,881.4258,500.33,979.2863,625.6998,739.92,851.4871,475.034,788.7152,697.3027,663.8889,770.8333,674.9468,464.1269,171.8486,328.963,202.9985,86.06539000000001,42.70833,33.85416,65.36458,31.2499980926514,32.2916641235352,40.10416,37.326389312744105,46.2963,46.875,37.61574172973629,202.2569,69.7338,222.8009,218.75,NORMAL
2018-04-01 00:46:00,2.466377,49.13194,53.125,46.09375,630.3241,74.72399999999999,13.288479999999998,16.0735,15.82031,15.08247,40.4134,48.89915,39.94228,2.086941,421.7951,,462.6118,462.6594,2.532542,665.7924,398.6611,879.3822,498.8163,978.4109,628.4348,738.575,846.3529,445.2943,781.3098,708.5025,627.7778,757.2916,718.8841,459.5027,169.5063,332.2487,202.1512,85.60410999999999,43.22916,33.07291,61.45833,31.25,32.2916641235352,39.32291,37.326389312744105,45.13889,47.74306,37.61574172973629,199.3634,68.28703,223.3796,217.3032,NORMAL
